Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
NHL Hitz 20-02,Xbox,Sports,2001,Midway Games,0.2,0.06,0.0,0.01,0.27,2000
NHL Hitz 20-03,Nintendo,Sports,2002,Midway Games,0.06,0.02,0.0,0.0,0.08,2000
NHL Hitz 20-03,PlayStation,Sports,2002,Midway Games,0.14,0.11,0.0,0.04,0.28,2000
NHL Hitz 20-03,Xbox,Sports,2002,Midway Games,0.08,0.02,0.0,0.0,0.11,2000
NHL Hitz Pro,PlayStation,Sports,2003,Midway Games,0.09,0.07,0.0,0.02,0.19,2000
NHL Hitz Pro,Xbox,Sports,2003,Midway Games,0.05,0.01,0.0,0.0,0.07,2000
NHL Legacy,PlayStation,Action,2015,Electronic Arts,0.03,0.0,0.0,0.01,0.04,2010
NHL Legacy,Xbox,Action,2015,Electronic Arts,0.05,0.0,0.0,0.01,0.05,2010
NHL Open Ice,PlayStation,Sports,1996,Midway Games,0.04,0.03,0.0,0.0,0.07,1990
NHL Powerplay '96,PlayStation,Sports,1996,Virgin Interactive,0.06,0.04,0.0,0.01,0.12,1990
NHL Powerplay 98,PlayStation,Sports,1997,Virgin Interactive,0.03,0.02,0.0,0.0,0.05,1990
NHL Rivals 2004,Xbox,Sports,2003,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,2000
NHL Rock the Rink,PlayStation,Sports,1999,Electronic Arts,0.14,0.1,0.0,0.02,0.26,1990
NHRA Championship Drag Racing,PlayStation,Racing,2005,ValuSoft,0.12,0.09,0.0,0.03,0.24,2000
NHRA Drag Racing: Countdown to the Championship,PlayStation,Racing,2007,THQ,0.02,0.01,0.0,0.0,0.04,2000
NHRA Drag Racing: Countdown to the Championship,PlayStation,Racing,2007,THQ,0.03,0.0,0.0,0.0,0.03,2000
NOëL: La Neige,PlayStation,Adventure,1998,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,1990
NOëL: NOT DiGITAL,PlayStation,Adventure,1996,Pioneer LDC,0.0,0.0,0.2,0.01,0.21,1990
NPPL: Championship Paintball 2009,PlayStation,Shooter,2008,Activision Value,0.13,0.1,0.0,0.03,0.26,2000
NPPL: Championship Paintball 2009,PlayStation,Shooter,2008,Activision Value,0.15,0.0,0.0,0.01,0.16,2000
NPPL: Championship Paintball 2009,Nintendo,Shooter,2008,Activision Value,0.11,0.0,0.0,0.01,0.12,2000
NPPL: Championship Paintball 2009,Xbox,Shooter,2008,Activision Value,0.1,0.01,0.0,0.01,0.12,2000
NTRA Breeders' Cup World Thoroughbred Championships,PlayStation,Simulation,2005,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13,2000
NTRA Breeders' Cup World Thoroughbred Championships,Xbox,Simulation,2005,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,2000
Nacho Libre,Nintendo,Action,2006,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,2000
Nagano Winter Olympics '98,PlayStation,Sports,1997,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,1990
Nagano Winter Olympics 98,Nintendo,Sports,1997,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32,1990
Nakayoshi All-Stars: Mezase Gakuen Idol,Nintendo,Misc,2008,Creative Core,0.0,0.0,0.01,0.0,0.01,2000
Namco Classic Fighter Collection,PlayStation,Fighting,2008,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,2000
Namco Museum,Nintendo,Misc,2001,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,2000
Namco Museum,Nintendo,Misc,2002,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,2000
Namco Museum,PlayStation,Misc,2001,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,2000
Namco Museum 50th Anniversary (JP sales),PlayStation,Misc,2005,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2000
Namco Museum 64,Nintendo,Misc,1999,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,1990
Namco Museum Battle Collection,PlayStation,Misc,2005,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,2000
Namco Museum Battle Collection (JP sales),PlayStation,Misc,2005,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,2000
Namco Museum DS,Nintendo,Misc,2007,Atari,1.18,0.01,0.06,0.09,1.35,2000
Namco Museum Megamix,Nintendo,Misc,2010,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,2010
Namco Museum Remix,Nintendo,Misc,2007,Atari,0.68,0.0,0.0,0.05,0.74,2000
Namco Museum Vol.1,PlayStation,Misc,1995,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,1990
Namco Museum Vol.2,PlayStation,Misc,1996,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,1990
Namco Museum Vol.3,PlayStation,Misc,1996,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,1990
Namco Museum Vol.4,PlayStation,Misc,1996,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,1990
Namco Museum Vol.5,PlayStation,Misc,1996,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,1990
Namco Museum: 50th Anniversary,Nintendo,Misc,2005,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2,2000
Namco Museum: 50th Anniversary,Nintendo,Misc,2005,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,2000
Namco Museum: 50th Anniversary,PlayStation,Misc,2005,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,2000
Namco Museum: 50th Anniversary,Xbox,Misc,2005,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18,2000
Namco Museum: Virtual Arcade,Xbox,Misc,2008,Atari,0.27,0.01,0.01,0.02,0.31,2000
Namco Soccer Prime Goal,PlayStation,Sports,1995,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13,1990
Namco Tennis Smash Court,PlayStation,Sports,1995,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24,1990
Nanashi no Game,Nintendo,Adventure,2008,Square Enix,0.0,0.0,0.08,0.0,0.08,2000
Nanashi no Game Me,Nintendo,Action,2009,Square Enix,0.0,0.0,0.03,0.0,0.03,2000
Nanatsuiro * Drops Pure!!,PlayStation,Adventure,2007,Media Works,0.0,0.0,0.02,0.0,0.02,2000
Nancy Drew: Alibi In Ashes,PC,Adventure,2011,Her Interactive,0.03,0.0,0.0,0.0,0.03,2010
Nancy Drew: The Hidden Staircase,Nintendo,Adventure,2008,THQ,0.16,0.0,0.0,0.01,0.18,2000
Nancy Drew: The Model Mysteries,Nintendo,Puzzle,2010,THQ,0.09,0.0,0.0,0.01,0.1,2010
Nancy Drew: The Mystery of the Clue Bender Society,Nintendo,Adventure,2008,Codemasters,0.24,0.0,0.0,0.02,0.26,2000
Nancy Drew: The White Wolf of Icicle Creek,Nintendo,Adventure,2008,Sega,0.14,0.0,0.0,0.01,0.15,2000
Nanda's Island,Nintendo,Puzzle,2009,Phenomedia,0.04,0.0,0.0,0.0,0.05,2000
Nano Assault,Nintendo,Shooter,2011,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,2010
Nano Diver,PlayStation,Action,2011,Takara Tomy,0.0,0.0,0.02,0.0,0.02,2010
NanoBreaker,PlayStation,Action,2005,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,2000
Nanostray,Nintendo,Shooter,2005,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,2000
Nanostray 2,Nintendo,Shooter,2008,Codemasters,0.03,0.01,0.0,0.0,0.05,2000
Nanotek Warrior,PlayStation,Shooter,1997,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,1990
Napoleon Dynamite: The Game,Nintendo,Puzzle,2007,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,2000
Napoleon Dynamite: The Game,PlayStation,Puzzle,2007,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,2000
Napoleon: Total War,PC,Strategy,2010,Sega,0.02,0.52,0.0,0.12,0.66,2010
Naraku no Shiro,PlayStation,Adventure,2008,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,2000
Narcissus: Moshimo Ashita ga Runara,PlayStation,Adventure,2010,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2010
Naruto RPG 2: Chidori vs Rasengan,Nintendo,Role-Playing,2005,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,2000
Naruto RPG 3: Rejiuu vs Konoha Shoutai,Nintendo,Role-Playing,2006,Takara Tomy,0.0,0.0,0.09,0.0,0.09,2000
Naruto Shippuden 3D: The New Era,Nintendo,Action,2011,505 Games,0.0,0.04,0.06,0.01,0.11,2010
Naruto Shippuden: Clash of Ninja Revolution 3,Nintendo,Fighting,2009,Nintendo,0.45,0.04,0.0,0.04,0.52,2000
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,Nintendo,Action,2008,Takara Tomy,0.0,0.0,0.04,0.0,0.04,2000
Naruto Shippuden: Dragon Blade Chronicles,Nintendo,Action,2009,505 Games,0.11,0.02,0.05,0.01,0.18,2000
Naruto Shippuden: Gekito Ninja Taisen! EX,Nintendo,Fighting,2007,Takara Tomy,0.0,0.0,0.1,0.0,0.1,2000
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Nintendo,Fighting,2007,Takara Tomy,0.0,0.0,0.09,0.0,0.09,2000
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Nintendo,Fighting,2008,Takara Tomy,0.0,0.0,0.07,0.0,0.07,2000
Naruto Shippuden: Gekito Ninja Taisen! Special,Nintendo,Fighting,2010,Takara Tomy,0.0,0.0,0.06,0.0,0.06,2010
Naruto Shippuden: Kizuna Drive,PlayStation,Action,2010,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13,2010
Naruto Shippuden: Legends: Akatsuki Rising,PlayStation,Fighting,2009,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,2000
Naruto Shippuden: Naruto vs. Sasuke,Nintendo,Action,2008,Takara Tomy,0.08,0.0,0.03,0.01,0.11,2000
Naruto Shippuden: Ninja Council 4,Nintendo,Action,2007,Nintendo,0.09,0.0,0.13,0.01,0.23,2000
Naruto Shippuden: Ninja Destiny 2,Nintendo,Fighting,2008,Takara Tomy,0.19,0.03,0.13,0.02,0.37,2000
Naruto Shippuden: Ninja Destiny 3,Nintendo,Fighting,2006,D3Publisher,0.0,0.01,0.13,0.0,0.14,2000
Naruto Shippuden: Shinobi Rumble,Nintendo,Fighting,2010,Takara Tomy,0.03,0.0,0.05,0.0,0.08,2010
Naruto Shippuden: Ultimate Ninja 4,PlayStation,Fighting,2007,Atari,0.26,0.01,0.13,0.26,0.66,2000
Naruto Shippuden: Ultimate Ninja 5,PlayStation,Fighting,2007,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
Naruto Shippuden: Ultimate Ninja Heroes 3,PlayStation,Fighting,2009,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,2000
Naruto Shippuden: Ultimate Ninja Impact,PlayStation,Fighting,2011,Namco Bandai Games,0.09,0.07,0.15,0.04,0.35,2010
Naruto Shippuden: Ultimate Ninja Storm 2,PlayStation,Fighting,2010,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,2010
Naruto Shippuden: Ultimate Ninja Storm 2,Xbox,Fighting,2010,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79,2010
Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation,Fighting,2013,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96,2010
Naruto Shippuden: Ultimate Ninja Storm 3,Xbox,Fighting,2013,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51,2010
Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation,Fighting,2016,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06,2010
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox,Fighting,2016,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28,2010
Naruto Shippuden: Ultimate Ninja Storm Collection,PlayStation,Action,2016,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,2010
Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation,Fighting,2012,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74,2010
Naruto Shippuden: Ultimate Ninja Storm Generations,Xbox,Fighting,2012,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45,2010
Naruto Shippuden: Ultimate Ninja Storm Revolution,PlayStation,Fighting,2014,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47,2010
Naruto Shippuden: Ultimate Ninja Storm Revolution,Xbox,Fighting,2014,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,2010
Naruto Shippuuden: Shinobi Retsuden III,Nintendo,Action,2009,Takara Tomy,0.0,0.0,0.04,0.0,0.04,2000
Naruto Ultimate Collection,PlayStation,Misc,2008,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,2000
Naruto: Clash of Ninja,Nintendo,Fighting,2003,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,2000
Naruto: Clash of Ninja (JP sales),Nintendo,Fighting,2003,Tomy Corporation,0.0,0.0,0.21,0.01,0.21,2000
Naruto: Clash of Ninja 2,Nintendo,Fighting,2003,Nintendo,0.44,0.12,0.45,0.03,1.04,2000
Naruto: Clash of Ninja Revolution,Nintendo,Fighting,2007,Tomy Corporation,0.45,0.46,0.0,0.11,1.02,2000
Naruto: Clash of Ninja Revolution 2,Nintendo,Fighting,2008,Tomy Corporation,0.34,0.02,0.0,0.03,0.39,2000
Naruto: Gekito Ninja Taisen! 3,Nintendo,Fighting,2004,Tomy Corporation,0.0,0.0,0.43,0.01,0.44,2000
Naruto: Gekito Ninja Taisen! 4,Nintendo,Fighting,2005,Tomy Corporation,0.0,0.0,0.32,0.01,0.33,2000
Naruto: Ninja Council,Nintendo,Action,2003,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,2000
Naruto: Ninja Council 2 European Version,Nintendo,Fighting,2005,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,2000
Naruto: Ninja Council 3,Nintendo,Action,2006,D3Publisher,0.39,0.0,0.0,0.03,0.42,2000
Naruto: Ninja Destiny,Nintendo,Fighting,2006,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,2000
Naruto: Ninja Destiny (US sales),Nintendo,Fighting,2006,Namco Bandai Games,0.31,0.0,0.0,0.0,0.31,2000
Naruto: Path of the Ninja,Nintendo,Role-Playing,2007,D3Publisher,0.37,0.0,0.0,0.03,0.4,2000
Naruto: Path of the Ninja 2,Nintendo,Role-Playing,2006,Takara Tomy,0.22,0.0,0.0,0.02,0.23,2000
Naruto: Powerful Shippuden,Nintendo,Platform,2012,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,2010
Naruto: Rise of a Ninja,Xbox,Action,2007,Ubisoft,0.29,0.02,0.0,0.03,0.33,2000
Naruto: The Broken Bond,Xbox,Action,2008,Ubisoft,0.24,0.28,0.0,0.07,0.59,2000
Naruto: Ultimate Ninja,PlayStation,Fighting,2003,Atari,0.5,0.02,0.0,0.08,0.61,2000
Naruto: Ultimate Ninja (JP sales),PlayStation,Fighting,2003,Atari,0.0,0.0,0.32,0.0,0.32,2000
Naruto: Ultimate Ninja 2,PlayStation,Fighting,2004,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,2000
Naruto: Ultimate Ninja 3,PlayStation,Fighting,2005,Atari,0.36,0.01,0.0,0.06,0.44,2000
Naruto: Ultimate Ninja 3 (JP sales),PlayStation,Fighting,2005,Atari,0.0,0.0,0.36,0.0,0.36,2000
Naruto: Ultimate Ninja Heroes,PlayStation,Fighting,2006,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,2000
Naruto: Ultimate Ninja Heroes (JP sales),PlayStation,Fighting,2006,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,2000
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PlayStation,Fighting,2006,Atari,0.14,0.0,0.0,0.01,0.16,2000
Naruto: Ultimate Ninja Storm,PlayStation,Fighting,2008,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08,2000
Naruto: Uzumaki Chronicles 2,PlayStation,Action,2006,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,2000
Naruto: Uzumaki Chronicles 2 (JP sales),PlayStation,Action,2006,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,2000
NatGeo Challenge! Wild Life,PlayStation,Misc,2010,Black Bean Games,0.05,0.03,0.0,0.01,0.1,2010
NatGeo Challenge! Wild Life,Nintendo,Misc,2010,Black Bean Games,0.04,0.0,0.0,0.0,0.04,2010
NatGeo Challenge! Wild Life,Xbox,Misc,2010,Black Bean Games,0.0,0.02,0.0,0.0,0.03,2010
Natalie Brooks: Mystery at Hillcrest High,Nintendo,Action,2012,Licensed 4U,0.0,0.02,0.0,0.0,0.02,2010
National Geographic Challenge!,PlayStation,Misc,2011,Black Bean Games,0.01,0.03,0.0,0.01,0.05,2010
National Geographic Challenge!,Nintendo,Misc,2011,Black Bean Games,0.08,0.02,0.0,0.01,0.11,2010
National Geographic Panda (JP sales),Nintendo,Simulation,2008,Ubisoft,0.0,0.0,0.01,0.0,0.01,2000
National Geographic Panda (US sales),Nintendo,Simulation,2008,Ubisoft,0.04,0.0,0.0,0.0,0.04,2000
Natsuiro High School: Seishun Hakusho,PlayStation,Action,2015,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010
Natsuiro High School: Seishun Hakusho,PlayStation,Action,2015,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010
Natsuiro no Sunadokei,PlayStation,Adventure,2002,Princess Soft,0.0,0.0,0.02,0.0,0.02,2000
Natsuzora no Monologue,PlayStation,Adventure,2013,Otomate,0.0,0.0,0.01,0.0,0.01,2010
Natural Doctrine,PlayStation,Role-Playing,2014,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,2010
Natural Doctrine,PlayStation,Role-Playing,2014,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,2010
Natural Doctrine,PlayStation,Role-Playing,2014,Nippon Ichi Software,0.03,0.02,0.03,0.01,0.08,2010
Naughty Bear,PlayStation,Action,2010,505 Games,0.18,0.18,0.0,0.07,0.44,2010
Naughty Bear,Xbox,Action,2010,505 Games,0.21,0.16,0.0,0.04,0.41,2010
Naval Assault: The Killing Tide,Xbox,Simulation,2010,505 Games,0.08,0.07,0.0,0.02,0.17,2010
Naval Ops: Commander,PlayStation,Simulation,2004,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,2000
Naval Ops: Warship Gunner,PlayStation,Simulation,2003,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,2000
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PlayStation,Misc,2008,Naxat Soft,0.0,0.0,0.01,0.0,0.01,2000
Nayuta no Kiseki,PlayStation,Action,2012,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,2010
Nazo Waku Yakata: Oto no Ma ni Ma ni,Nintendo,Misc,2011,Capcom,0.0,0.0,0.05,0.0,0.05,2010
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,Nintendo,Action,2014,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,2010
Nectaris: Military Madness,PlayStation,Strategy,1998,Hudson Soft,0.02,0.01,0.0,0.0,0.03,1990
Need For Speed: High Stakes,PlayStation,Racing,1999,Electronic Arts,1.58,0.64,0.0,0.09,2.31,1990
Need For Speed: Undercover,Nintendo,Racing,2008,Electronic Arts,0.18,0.03,0.0,0.02,0.23,2000
Need For Speed: Undercover,PC,Racing,2008,Electronic Arts,0.0,0.07,0.0,0.01,0.08,2000
Need For Speed: Undercover,PlayStation,Racing,2008,Electronic Arts,0.38,0.08,0.03,0.93,1.4,2000
Need For Speed: Undercover,PlayStation,Racing,2008,Electronic Arts,0.63,1.02,0.05,0.39,2.08,2000
Need For Speed: Undercover,PlayStation,Racing,2008,Electronic Arts,0.23,0.32,0.03,0.19,0.77,2000
Need For Speed: Undercover,Nintendo,Racing,2008,Electronic Arts,0.27,0.32,0.0,0.07,0.67,2000
Need For Speed: Undercover,Xbox,Racing,2008,Electronic Arts,0.79,0.71,0.01,0.18,1.69,2000
Need for Speed (2015),PC,Racing,2016,Electronic Arts,0.0,0.03,0.0,0.0,0.03,2010
Need for Speed (2015),PlayStation,Racing,2015,Electronic Arts,0.49,1.49,0.05,0.36,2.39,2010
Need for Speed (2015),Xbox,Racing,2015,Electronic Arts,0.3,0.33,0.0,0.06,0.68,2010
Need for Speed Carbon,Nintendo,Racing,2006,Electronic Arts,0.27,0.07,0.0,0.01,0.35,2000
Need for Speed Carbon,PC,Racing,2006,Electronic Arts,0.0,0.04,0.0,0.01,0.05,2000
Need for Speed Carbon,PlayStation,Racing,2006,Electronic Arts,1.22,0.05,0.05,0.01,1.34,2000
Need for Speed Carbon,PlayStation,Racing,2006,Electronic Arts,0.49,0.52,0.03,0.21,1.26,2000
Need for Speed Carbon,Nintendo,Racing,2006,Electronic Arts,0.46,0.66,0.02,0.15,1.29,2000
Need for Speed Carbon,Xbox,Racing,2006,Electronic Arts,0.76,0.7,0.02,0.18,1.66,2000
Need for Speed Carbon,Xbox,Racing,2006,Electronic Arts,0.35,0.1,0.0,0.02,0.47,2000
Need for Speed Carbon: Own the City,Nintendo,Racing,2006,Electronic Arts,0.17,0.02,0.0,0.02,0.21,2000
Need for Speed Carbon: Own the City,PlayStation,Racing,2006,Electronic Arts,0.87,0.98,0.0,0.59,2.44,2000
Need for Speed III: Hot Pursuit,PlayStation,Racing,1998,Electronic Arts,2.14,0.86,0.0,0.13,3.12,1990
Need for Speed Rivals,PC,Racing,2013,Electronic Arts,0.04,0.19,0.0,0.04,0.27,2010
Need for Speed Rivals,PlayStation,Racing,2013,Electronic Arts,0.33,0.74,0.05,0.31,1.44,2010
Need for Speed Rivals,PlayStation,Racing,2013,Electronic Arts,0.73,0.91,0.03,0.22,1.89,2010
Need for Speed Rivals,Xbox,Racing,2013,Electronic Arts,0.37,0.38,0.01,0.08,0.84,2010
Need for Speed Rivals,Xbox,Racing,2013,Electronic Arts,0.45,0.17,0.0,0.05,0.67,2010
Need for Speed Underground,Nintendo,Racing,2003,Electronic Arts,0.21,0.08,0.0,0.01,0.29,2000
Need for Speed Underground,Nintendo,Racing,2003,Electronic Arts,0.69,0.48,0.01,0.03,1.21,2000
Need for Speed Underground,PC,Racing,2003,Electronic Arts,0.0,0.04,0.0,0.01,0.05,2000
Need for Speed Underground,PlayStation,Racing,2003,Electronic Arts,3.27,2.83,0.08,1.02,7.2,2000
Need for Speed Underground,Xbox,Racing,2003,Electronic Arts,1.09,0.55,0.0,0.07,1.71,2000
Need for Speed Underground 2,Nintendo,Racing,2005,Electronic Arts,0.11,0.02,0.0,0.01,0.14,2000
Need for Speed Underground 2,Nintendo,Racing,2004,Electronic Arts,0.31,0.12,0.0,0.01,0.43,2000
Need for Speed Underground 2,Nintendo,Racing,2004,Electronic Arts,0.7,0.39,0.01,0.03,1.14,2000
Need for Speed Underground 2,PC,Racing,2004,Electronic Arts,0.0,0.06,0.0,0.01,0.08,2000
Need for Speed Underground 2,PlayStation,Racing,2004,Electronic Arts,2.71,3.02,0.08,1.09,6.9,2000
Need for Speed Underground 2,Xbox,Racing,2004,Electronic Arts,1.38,0.8,0.0,0.1,2.28,2000
Need for Speed Underground Rivals,PlayStation,Racing,2005,Electronic Arts,0.69,0.38,0.02,0.24,1.32,2000
Need for Speed: Hot Pursuit,PC,Racing,2010,Electronic Arts,0.12,0.2,0.0,0.06,0.38,2010
Need for Speed: Hot Pursuit,PlayStation,Racing,2010,Electronic Arts,1.05,1.25,0.03,0.48,2.81,2010
Need for Speed: Hot Pursuit,Nintendo,Racing,2010,Electronic Arts,0.18,0.24,0.0,0.05,0.48,2010
Need for Speed: Hot Pursuit,Xbox,Racing,2010,Electronic Arts,1.03,0.98,0.0,0.21,2.22,2010
Need for Speed: Hot Pursuit 2,Nintendo,Racing,2002,Electronic Arts,0.68,0.09,0.0,0.02,0.8,2000
Need for Speed: Hot Pursuit 2,PlayStation,Racing,2002,Electronic Arts,1.68,0.31,0.02,0.09,2.11,2000
Need for Speed: Hot Pursuit 2,Xbox,Racing,2002,Electronic Arts,0.68,0.11,0.0,0.03,0.82,2000
Need for Speed: Most Wanted,Nintendo,Racing,2005,Electronic Arts,0.24,0.01,0.0,0.02,0.27,2000
Need for Speed: Most Wanted,Nintendo,Racing,2005,Electronic Arts,0.19,0.07,0.0,0.0,0.26,2000
Need for Speed: Most Wanted,Nintendo,Racing,2005,Electronic Arts,0.43,0.11,0.0,0.02,0.56,2000
Need for Speed: Most Wanted,PC,Racing,2005,Electronic Arts,0.02,0.23,0.0,0.05,0.3,2000
Need for Speed: Most Wanted,PlayStation,Racing,2005,Electronic Arts,2.03,1.79,0.08,0.47,4.37,2000
Need for Speed: Most Wanted,PlayStation,Racing,2012,Electronic Arts,0.71,1.51,0.06,0.61,2.89,2010
Need for Speed: Most Wanted,PlayStation,Racing,2012,Electronic Arts,0.38,0.52,0.01,0.25,1.16,2010
Need for Speed: Most Wanted,Nintendo,Racing,2013,Electronic Arts,0.14,0.12,0.0,0.02,0.28,2010
Need for Speed: Most Wanted,Xbox,Racing,2012,Electronic Arts,0.62,0.8,0.01,0.15,1.58,2010
Need for Speed: Most Wanted,Xbox,Racing,2005,Electronic Arts,0.53,0.46,0.0,0.05,1.04,2000
Need for Speed: Most Wanted 5-1-0,PlayStation,Racing,2005,Electronic Arts,1.77,0.13,0.02,0.18,2.1,2000
Need for Speed: Nitro,Nintendo,Racing,2009,Electronic Arts,0.22,0.13,0.0,0.04,0.39,2000
Need for Speed: Nitro,Nintendo,Racing,2009,Electronic Arts,0.46,0.31,0.0,0.08,0.85,2000
Need for Speed: Porsche Unleashed,Nintendo,Racing,2004,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48,2000
Need for Speed: Porsche Unleashed,PlayStation,Racing,1999,Electronic Arts,0.43,0.29,0.0,0.05,0.77,1990
Need for Speed: ProStreet,Nintendo,Racing,2007,Electronic Arts,0.11,0.01,0.0,0.01,0.13,2000
Need for Speed: ProStreet,PC,Racing,2007,Electronic Arts,0.0,0.04,0.0,0.01,0.04,2000
Need for Speed: ProStreet,PlayStation,Racing,2007,Electronic Arts,0.69,0.0,0.04,1.68,2.41,2000
Need for Speed: ProStreet,PlayStation,Racing,2007,Electronic Arts,0.73,0.92,0.04,0.37,2.05,2000
Need for Speed: ProStreet,PlayStation,Racing,2008,Electronic Arts,0.24,0.33,0.01,0.2,0.78,2000
Need for Speed: ProStreet,Nintendo,Racing,2007,Electronic Arts,0.54,0.46,0.0,0.12,1.11,2000
Need for Speed: ProStreet,Xbox,Racing,2007,Electronic Arts,1.04,0.8,0.01,0.22,2.06,2000
Need for Speed: Shift,PC,Racing,2009,Electronic Arts,0.0,0.05,0.0,0.01,0.06,2000
Need for Speed: Shift,PlayStation,Racing,2009,Electronic Arts,0.69,1.41,0.04,0.53,2.68,2000
Need for Speed: Shift,PlayStation,Racing,2009,Electronic Arts,0.16,0.38,0.01,0.21,0.76,2000
Need for Speed: Shift,Xbox,Racing,2009,Electronic Arts,0.73,0.97,0.01,0.22,1.92,2000
Need for Speed: Shift 2 Unleashed,PC,Racing,2011,Electronic Arts,0.05,0.11,0.0,0.03,0.19,2010
Need for Speed: Shift 2 Unleashed,PlayStation,Racing,2011,Electronic Arts,0.2,0.36,0.0,0.13,0.69,2010
Need for Speed: Shift 2 Unleashed,Xbox,Racing,2011,Electronic Arts,0.18,0.22,0.0,0.04,0.44,2010
Need for Speed: The Run,Nintendo,Action,2011,Electronic Arts,0.09,0.09,0.0,0.02,0.19,2010
